from,to,strength,direction,in_final_dag
age_group,l3_klrb1_memory_cd8_treg_alr,0,0,FALSE
age_group,l3_memory_cd8_treg_alr,0,0,FALSE
age_group,l3_naive_cd4_treg_alr,0,0,FALSE
age_group,l1_dc_alr,0,0,FALSE
age_group,l1_monocyte_alr,0,0,FALSE
age_group,l1_nk_cell_alr,0,0,FALSE
age_group,l1_b_cell_alr,0.01,1,FALSE
age_group,l1_erythrocyte_alr,0,0,FALSE
age_group,l1_ilc_alr,0,0,FALSE
age_group,l1_platelet_alr,0,0,FALSE
age_group,l1_progenitor_cell_alr,0,0,FALSE
sex,age_group,0,0,FALSE
sex,cmv,0,0,FALSE
sex,bc_basophil_count,0,0,FALSE
sex,bc_eosinophil_count,0.01,1,FALSE
sex,bc_hematocrit,0.6,1,FALSE
sex,bc_hemoglobin,0,0,FALSE
sex,bc_lymphocyte_count,0,0,FALSE
sex,bc_monocyte_count,0,0,FALSE
sex,bc_mpv,0.02,1,FALSE
sex,bc_neutrophil_count,0,0,FALSE
sex,bc_platelet_count,0.29,1,FALSE
sex,bc_rdw,0.02,1,FALSE
sex,bc_red_blood_cell_count,0,0,FALSE
sex,bc_wbc,0,0,FALSE
sex,chem_albumin,0,0,FALSE
sex,chem_alkaline_phosphatase,0,0,FALSE
sex,chem_alt,0.04,1,FALSE
sex,chem_ast,0,0,FALSE
sex,chem_bun,0,0,FALSE
sex,chem_calcium,0,0,FALSE
sex,chem_cl,0,0,FALSE
sex,chem_co2,0,0,FALSE
sex,chem_creatinine,1,1,TRUE
sex,chem_globin,0,0,FALSE
sex,chem_glucose,0.01,1,FALSE
sex,chem_potassium,0,0,FALSE
sex,chem_protein,0,0,FALSE
sex,chem_sodium,0.02,1,FALSE
sex,chem_t_bili,0,0,FALSE
sex,infl_esr,0.01,1,FALSE
sex,infl_hs_crp,0.12,1,FALSE
sex,lip_cholesterol_hdl,0,0,FALSE
sex,lip_cholesterol_ldl,0.01,1,FALSE
sex,lip_cholesterol_total,0,0,FALSE
sex,lip_triglycerides,0,0,FALSE
sex,IL6,0.01,1,FALSE
sex,TNF,0,0,FALSE
sex,CXCL8,0,0,FALSE
sex,CXCL9,0,0,FALSE
sex,GDF15,0,0,FALSE
sex,CCL11,0,0,FALSE
sex,TNFRSF1A,0,0,FALSE
sex,CD8A,0,0,FALSE
sex,GZMA,0,0,FALSE
sex,GZMB,0.03,1,FALSE
sex,KLRD1,0,0,FALSE
sex,FGF21,0.06,1,FALSE
sex,CHI3L1,0.23,1,FALSE
sex,IL18,0,0,FALSE
sex,CXCL10,0,0,FALSE
sex,CXCL11,0.03,1,FALSE
sex,IFNG,0,0,FALSE
sex,CCL2,0.04,1,FALSE
sex,CCL8,0.02,1,FALSE
sex,CCL3,0.04,1,FALSE
sex,CCL4,0.01,1,FALSE
sex,TNFRSF1B,0,0,FALSE
sex,MMP12,0.02,1,FALSE
sex,IGFBP7,0.96,1,TRUE
sex,VEGFA,0.02,1,FALSE
sex,IL10,0,0,FALSE
sex,IL1RN,0,0,FALSE
sex,IL7,0,0,FALSE
sex,IL15,0,0,FALSE
sex,PDCD1,0,0,FALSE
sex,LAG3,0,0,FALSE
sex,HAVCR2,0.87,1,FALSE
sex,CD274,0.05,1,FALSE
sex,LEP,1,1,TRUE
sex,l2_erythrocyte,0,0,FALSE
sex,l2_ilc,0,0,FALSE
sex,l2_platelet,0,0,FALSE
sex,l2_progenitor_cell,0,0,FALSE
sex,l3_asdc,0.01,1,FALSE
sex,l3_baeomap_cell,0,0,FALSE
sex,l3_cd56bright_nk_cell,0,0,FALSE
sex,l3_cd8aa,0,0,FALSE
sex,l3_cdc1,0.01,1,FALSE
sex,l3_dn_t_cell,0.06,1,FALSE
sex,l3_erythrocyte,0,0,FALSE
sex,l3_ilc,0,0,FALSE
sex,l3_intermediate_monocyte,0,0,FALSE
sex,l3_pdc,0,0,FALSE
sex,l3_plasma_cell,0.01,1,FALSE
sex,l3_platelet,0.01,1,FALSE
sex,l3_proliferating_nk_cell,0,0,FALSE
sex,l3_proliferating_t_cell,0,0,FALSE
sex,l3_transitional_b_cell,0,0,FALSE
sex,pb_cd14_cdc2_ifn_alpha,0,0,FALSE
sex,pb_cd14_cdc2_ifn_gamma,0,0,FALSE
sex,pb_cd14_cdc2_il2_stat5,0,0,FALSE
sex,pb_cd14_cdc2_il6_jak_stat3,0,0,FALSE
sex,pb_cd14_cdc2_inflammatory,0,0,FALSE
sex,pb_cd14_cdc2_tnfa_nfkb,0,0,FALSE
sex,pb_cd56bright_nk_cell_ifn_alpha,0,0,FALSE
sex,pb_cd56bright_nk_cell_ifn_gamma,0,0,FALSE
sex,pb_cd56bright_nk_cell_il2_stat5,0,0,FALSE
sex,pb_cd56bright_nk_cell_il6_jak_stat3,0,0,FALSE
sex,pb_cd56bright_nk_cell_inflammatory,0,0,FALSE
sex,pb_cd56bright_nk_cell_tnfa_nfkb,0,0,FALSE
sex,pb_cd8_mait_ifn_alpha,0.02,1,FALSE
sex,pb_cd8_mait_ifn_gamma,0,0,FALSE
sex,pb_cd8_mait_il2_stat5,0,0,FALSE
sex,pb_cd8_mait_il6_jak_stat3,0,0,FALSE
sex,pb_cd8_mait_inflammatory,0,0,FALSE
sex,pb_cd8_mait_tnfa_nfkb,0,0,FALSE
sex,pb_cm_cd4_t_cell_ifn_alpha,0,0,FALSE
sex,pb_cm_cd4_t_cell_ifn_gamma,0,0,FALSE
sex,pb_cm_cd4_t_cell_il2_stat5,0,0,FALSE
sex,pb_cm_cd4_t_cell_il6_jak_stat3,0,0,FALSE
sex,pb_cm_cd4_t_cell_inflammatory,0,0,FALSE
sex,pb_cm_cd4_t_cell_tnfa_nfkb,0,0,FALSE
sex,pb_cm_cd8_t_cell_ifn_alpha,0,0,FALSE
sex,pb_cm_cd8_t_cell_ifn_gamma,0,0,FALSE
sex,pb_cm_cd8_t_cell_il2_stat5,0,0,FALSE
sex,pb_cm_cd8_t_cell_il6_jak_stat3,0,0,FALSE
sex,pb_cm_cd8_t_cell_inflammatory,0,0,FALSE
sex,pb_cm_cd8_t_cell_tnfa_nfkb,0,0,FALSE
sex,pb_core_cd14_monocyte_ifn_alpha,0,0,FALSE
sex,pb_core_cd14_monocyte_ifn_gamma,0,0,FALSE
sex,pb_core_cd14_monocyte_il2_stat5,0,0,FALSE
sex,pb_core_cd14_monocyte_il6_jak_stat3,0,0,FALSE
sex,pb_core_cd14_monocyte_inflammatory,0,0,FALSE
sex,pb_core_cd14_monocyte_tnfa_nfkb,0,0,FALSE
sex,pb_core_cd16_monocyte_ifn_alpha,0,0,FALSE
sex,pb_core_cd16_monocyte_ifn_gamma,0,0,FALSE
sex,pb_core_cd16_monocyte_il2_stat5,0,0,FALSE
sex,pb_core_cd16_monocyte_il6_jak_stat3,0,0,FALSE
sex,pb_core_cd16_monocyte_inflammatory,0,0,FALSE
sex,pb_core_cd16_monocyte_tnfa_nfkb,0,0,FALSE
sex,pb_core_memory_b_cell_ifn_alpha,0,0,FALSE
sex,pb_core_memory_b_cell_ifn_gamma,0.01,1,FALSE
sex,pb_core_memory_b_cell_il2_stat5,0,0,FALSE
sex,pb_core_memory_b_cell_il6_jak_stat3,0.01,1,FALSE
sex,pb_core_memory_b_cell_inflammatory,0,0,FALSE
sex,pb_core_memory_b_cell_tnfa_nfkb,0,0,FALSE
sex,pb_core_naive_b_cell_ifn_alpha,0,0,FALSE
