from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
apoptosis,cholesterol_homeostasis,1.0,0.785,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for programmed cell death.) AND (Gene-set activity score for genes for cholesterol regulation.)
protein_secretion,cholesterol_homeostasis,1.0,0.72,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for protein secretion pathway.) AND (Gene-set activity score for genes for cholesterol regulation.)
unfolded_protein_response,uv_response_up,0.99,0.96969696969697,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for the cellular stress response to misfolded proteins.) AND (Gene-set activity score for genes upregulated in response to UV radiation.)
il_2_stat5_signaling,fatty_acid_metabolism,0.99,0.919191919191919,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by IL-2/STAT5 signaling.) AND (Gene-set activity score for genes for fatty acid metabolism.)
adipogenesis,mitotic_spindle,0.99,0.656565656565657,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for fat cell development.) AND (Gene-set activity score for genes for the mitotic spindle apparatus (cell division).)
il_2_stat5_signaling,apoptosis,0.98,0.561224489795918,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by IL-2/STAT5 signaling.) AND (Gene-set activity score for genes for programmed cell death.)
myc_targets_v1,myc_targets_v2,0.97,0.948453608247423,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Gene-set activity score for genes regulated by the MYC oncogene (proliferation), set 1.) AND (Gene-set activity score for genes regulated by the MYC oncogene (proliferation), set 2.)"
hypoxia,glycolysis,0.97,0.752577319587629,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by low-oxygen conditions.) AND (Gene-set activity score for genes for glucose breakdown/energy metabolism.)
mtorc1_signaling,glycolysis,0.96,0.635416666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by mTORC1 signaling (growth/metabolism).) AND (Gene-set activity score for genes for glucose breakdown/energy metabolism.)
bile_acid_metabolism,pperoxisome,0.96,0.760416666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for bile acid metabolism.) AND (Gene-set activity score for genes for peroxisome function.)
myogenesis,estrogen_response_early,0.96,0.90625,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for muscle cell development.) AND (Gene-set activity score for genes for early estrogen response.)
reactive_oxygen_species_pathway,dna_repair,0.95,0.989473684210526,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for oxidative-stress response.) AND (Gene-set activity score for genes for DNA damage repair.)
e2f_targets,mtorc1_signaling,0.94,0.968085106382979,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes regulated by the E2F transcription factor (cell cycle/proliferation).) AND (Gene-set activity score for genes induced by mTORC1 signaling (growth/metabolism).)
reactive_oxygen_species_pathway,unfolded_protein_response,0.94,0.98936170212766,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for oxidative-stress response.) AND (Gene-set activity score for genes for the cellular stress response to misfolded proteins.)
heme_metabolism,uv_response_up,0.94,0.957446808510638,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for heme/red-blood-cell metabolism.) AND (Gene-set activity score for genes upregulated in response to UV radiation.)
g2_m_checkpoint,glycolysis,0.94,0.601063829787234,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for the G2/M cell cycle checkpoint (proliferation).) AND (Gene-set activity score for genes for glucose breakdown/energy metabolism.)
epithelial_mesenchymal_transition,myogenesis,0.94,0.622340425531915,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for epithelial-to-mesenchymal transition.) AND (Gene-set activity score for genes for muscle cell development.)
g2_m_checkpoint,estrogen_response_late,0.92,0.956521739130435,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for the G2/M cell cycle checkpoint (proliferation).) AND (Gene-set activity score for genes for late estrogen response.)
p53_pathway,uv_response_up,0.92,0.739130434782609,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes regulated by the p53 tumor-suppressor pathway.) AND (Gene-set activity score for genes upregulated in response to UV radiation.)
il_6_jak_stat3_signaling,myc_targets_v2,0.92,0.956521739130435,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Gene-set activity score for genes induced by IL-6/JAK/STAT3 signaling.) AND (Gene-set activity score for genes regulated by the MYC oncogene (proliferation), set 2.)"
epithelial_mesenchymal_transition,xenobiotic_metabolism,0.92,0.983695652173913,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for epithelial-to-mesenchymal transition.) AND (Gene-set activity score for genes for metabolizing foreign compounds/drugs.)
apoptosis,allograft_rejection,0.92,0.869565217391304,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for programmed cell death.) AND (Gene-set activity score for genes involved in immune rejection of transplanted tissue.)
protein_secretion,androgen_response,0.92,0.815217391304348,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for protein secretion pathway.) AND (Gene-set activity score for genes for androgen (male sex hormone) response.)
apical_junction,pancreas_beta_cells,0.91,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for apical junction complex (cell-cell adhesion).) AND (Gene-set activity score for genes specific to insulin-producing pancreatic beta cells.)
kras_signaling_up,tnf_alpha_signaling_via_nf_kb,0.91,0.912087912087912,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes upregulated by KRAS oncogene signaling.) AND (Gene-set activity score for genes induced by TNF-alpha via the NF-kB pathway.)
adipogenesis,xenobiotic_metabolism,0.91,0.791208791208791,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for fat cell development.) AND (Gene-set activity score for genes for metabolizing foreign compounds/drugs.)
complement,uv_response_up,0.9,0.555555555555556,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for the complement immune system.) AND (Gene-set activity score for genes upregulated in response to UV radiation.)
apoptosis,androgen_response,0.9,0.755555555555556,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for programmed cell death.) AND (Gene-set activity score for genes for androgen (male sex hormone) response.)
spermatogenesis,il_2_stat5_signaling,0.9,0.8,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for sperm cell development.) AND (Gene-set activity score for genes induced by IL-2/STAT5 signaling.)
adipogenesis,hedgehog_signaling,0.89,0.752808988764045,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for fat cell development.) AND (Gene-set activity score for genes induced by Hedgehog developmental signaling.)
uv_response_dn,adipogenesis,0.89,0.780898876404494,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes downregulated in response to UV radiation.) AND (Gene-set activity score for genes for fat cell development.)
angiogenesis,wnt_beta_catenin_signaling,0.88,0.971590909090909,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for new blood vessel formation.) AND (Gene-set activity score for genes induced by Wnt/beta-catenin signaling.)
angiogenesis,p53_pathway,0.87,0.64367816091954,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for new blood vessel formation.) AND (Gene-set activity score for genes regulated by the p53 tumor-suppressor pathway.)
pi3k_akt_mtor_signaling,androgen_response,0.86,0.604651162790698,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by PI3K/AKT/mTOR signaling.) AND (Gene-set activity score for genes for androgen (male sex hormone) response.)
myc_targets_v2,cholesterol_homeostasis,0.86,0.802325581395349,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Gene-set activity score for genes regulated by the MYC oncogene (proliferation), set 2.) AND (Gene-set activity score for genes for cholesterol regulation.)"
il_6_jak_stat3_signaling,tnf_alpha_signaling_via_nf_kb,0.85,0.952941176470588,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by IL-6/JAK/STAT3 signaling.) AND (Gene-set activity score for genes induced by TNF-alpha via the NF-kB pathway.)
tnf_alpha_signaling_via_nf_kb,il_2_stat5_signaling,0.85,0.894117647058824,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by TNF-alpha via the NF-kB pathway.) AND (Gene-set activity score for genes induced by IL-2/STAT5 signaling.)
pperoxisome,wnt_beta_catenin_signaling,0.83,0.927710843373494,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for peroxisome function.) AND (Gene-set activity score for genes induced by Wnt/beta-catenin signaling.)
protein_secretion,angiogenesis,0.83,0.927710843373494,True,inconclusive,0.3,supports_reverse_direction,"No PubMed abstracts were retrieved to evaluate this relationship. INDRA data shows 0 forward statements but 1 reverse statement (Activation type) suggesting angiogenesis activates protein_secretion, which contradicts the proposed direction. The limited evidence (single reverse statement) suggests the reverse direction is more supported, though confidence is low due to minimal overall evidence.",,reverse,0.0,1.0,0.0,,31780671,,(Gene-set activity score for genes for protein secretion pathway.) AND (Gene-set activity score for genes for new blood vessel formation.)
reactive_oxygen_species_pathway,il_2_stat5_signaling,0.82,0.98780487804878,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for oxidative-stress response.) AND (Gene-set activity score for genes induced by IL-2/STAT5 signaling.)
unfolded_protein_response,tnf_alpha_signaling_via_nf_kb,0.81,0.82716049382716,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for the cellular stress response to misfolded proteins.) AND (Gene-set activity score for genes induced by TNF-alpha via the NF-kB pathway.)
myogenesis,spermatogenesis,0.81,0.919753086419753,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for muscle cell development.) AND (Gene-set activity score for genes for sperm cell development.)
myc_targets_v2,oxidative_phosphorylation,0.8,0.5625,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Gene-set activity score for genes regulated by the MYC oncogene (proliferation), set 2.) AND (Gene-set activity score for genes for mitochondrial energy production.)"
inflammatory_response,angiogenesis,0.78,0.967948717948718,True,supported,0.75,supports_proposed_direction,"INDRA provides strong directional evidence with 2 forward statements (1 Activation, 1 Inhibition) showing inflammatory_response affecting angiogenesis, versus 0 reverse statements. The forward direction signal is clear and biologically plausible, as inflammation is well-known to regulate angiogenic processes. Although no PubMed abstracts were retrieved for additional context, the INDRA causal evidence alone substantiates both the relationship and the proposed direction.",,forward,2.0,0.0,4.0,"17327920, 23483952, 37007016, 38656423, 39916309, 40053143",,"17327920, 23483952, 23766568, 26706439, 29358595, 33705754, 36362017, 36958395, 37007016, 38656423, 39916309, 40053143",(Gene-set activity score for genes for general inflammatory response.) AND (Gene-set activity score for genes for new blood vessel formation.)
hypoxia,hedgehog_signaling,0.78,0.884615384615385,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by low-oxygen conditions.) AND (Gene-set activity score for genes induced by Hedgehog developmental signaling.)
cholesterol_homeostasis,notch_signaling,0.77,0.941558441558441,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for cholesterol regulation.) AND (Gene-set activity score for genes induced by Notch developmental signaling.)
protein_secretion,pperoxisome,0.77,0.883116883116883,True,inconclusive,0.2,no_directional_evidence,"The only PubMed abstract (PMID 33140821) mentions both hormone/protein secretion and peroxisome proliferator-activated receptor signaling in a functional enrichment context for colon adenocarcinoma immune genes, but does not establish a causal or directional relationship between protein secretion and peroxisome function. INDRA provides no directional statements in either direction. There is insufficient evidence to support the proposed edge or determine its directionality.",33140821,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for protein secretion pathway.) AND (Gene-set activity score for genes for peroxisome function.)
epithelial_mesenchymal_transition,kras_signaling_dn,0.76,0.934210526315789,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for epithelial-to-mesenchymal transition.) AND (Gene-set activity score for genes downregulated by KRAS oncogene signaling.)
estrogen_response_early,kras_signaling_dn,0.76,0.69078947368421,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for early estrogen response.) AND (Gene-set activity score for genes downregulated by KRAS oncogene signaling.)
hypoxia,inflammatory_response,0.74,0.891891891891892,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by low-oxygen conditions.) AND (Gene-set activity score for genes for general inflammatory response.)
estrogen_response_early,apical_junction,0.73,0.719178082191781,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for early estrogen response.) AND (Gene-set activity score for genes for apical junction complex (cell-cell adhesion).)
oxidative_phosphorylation,xenobiotic_metabolism,0.72,0.986111111111111,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for mitochondrial energy production.) AND (Gene-set activity score for genes for metabolizing foreign compounds/drugs.)
dna_repair,unfolded_protein_response,0.71,0.704225352112676,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for DNA damage repair.) AND (Gene-set activity score for genes for the cellular stress response to misfolded proteins.)
pi3k_akt_mtor_signaling,uv_response_up,0.71,0.845070422535211,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by PI3K/AKT/mTOR signaling.) AND (Gene-set activity score for genes upregulated in response to UV radiation.)
e2f_targets,unfolded_protein_response,0.7,0.835714285714286,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes regulated by the E2F transcription factor (cell cycle/proliferation).) AND (Gene-set activity score for genes for the cellular stress response to misfolded proteins.)
reactive_oxygen_species_pathway,tnf_alpha_signaling_via_nf_kb,0.7,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for oxidative-stress response.) AND (Gene-set activity score for genes induced by TNF-alpha via the NF-kB pathway.)
pi3k_akt_mtor_signaling,complement,0.7,0.585714285714286,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by PI3K/AKT/mTOR signaling.) AND (Gene-set activity score for genes for the complement immune system.)
inflammatory_response,apoptosis,0.68,0.926470588235294,True,supported,0.7,supports_proposed_direction,"The PubMed abstract (PMID 38291374) describes septic cardiomyopathy where mitochondrial metabolic dysregulation and immune infiltration interact, with therapeutic efficacy shown by ""suppressing inflammatory responses"" leading to ""restoring mitochondrial function"" and reduced pathology. The abstract discusses inflammation-related pathways and their relationship with cell fate outcomes, supporting that inflammatory response influences apoptosis. While INDRA provides no directional statements, the biological context in the abstract suggests inflammation drives apoptotic outcomes rather than vice versa, consistent with the proposed direction.",38291374,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for general inflammatory response.) AND (Gene-set activity score for genes for programmed cell death.)
myogenesis,bile_acid_metabolism,0.68,0.794117647058823,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for muscle cell development.) AND (Gene-set activity score for genes for bile acid metabolism.)
interferon_gamma_response,unfolded_protein_response,0.68,0.691176470588235,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes induced by interferon-gamma signaling.) AND (Gene-set activity score for genes for the cellular stress response to misfolded proteins.)
mtorc1_signaling,myc_targets_v2,0.67,0.940298507462687,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Gene-set activity score for genes induced by mTORC1 signaling (growth/metabolism).) AND (Gene-set activity score for genes regulated by the MYC oncogene (proliferation), set 2.)"
myogenesis,pi3k_akt_mtor_signaling,0.67,0.977611940298507,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for muscle cell development.) AND (Gene-set activity score for genes induced by PI3K/AKT/mTOR signaling.)
xenobiotic_metabolism,fatty_acid_metabolism,0.66,0.742424242424242,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for metabolizing foreign compounds/drugs.) AND (Gene-set activity score for genes for fatty acid metabolism.)
xenobiotic_metabolism,uv_response_up,0.65,0.692307692307692,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for metabolizing foreign compounds/drugs.) AND (Gene-set activity score for genes upregulated in response to UV radiation.)
glycolysis,interferon_gamma_response,0.65,0.630769230769231,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for glucose breakdown/energy metabolism.) AND (Gene-set activity score for genes induced by interferon-gamma signaling.)
kras_signaling_up,complement,0.64,0.6015625,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes upregulated by KRAS oncogene signaling.) AND (Gene-set activity score for genes for the complement immune system.)
epithelial_mesenchymal_transition,bile_acid_metabolism,0.64,0.796875,True,inconclusive,0.3,no_directional_evidence,"The single PubMed abstract (PMID 33708772) identifies that bile acid metabolism and epithelial mesenchymal transition are both activated in high-risk osteosarcoma patients, suggesting co-occurrence but not establishing any directional causal relationship between them. INDRA found zero forward, reverse, or undirected statements, providing no mechanistic support for either direction. The evidence is insufficient to support the proposed direction of EMT causing changes in bile acid metabolism.",33708772,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for epithelial-to-mesenchymal transition.) AND (Gene-set activity score for genes for bile acid metabolism.)
unfolded_protein_response,spermatogenesis,0.63,0.777777777777778,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for the cellular stress response to misfolded proteins.) AND (Gene-set activity score for genes for sperm cell development.)
kras_signaling_dn,spermatogenesis,0.62,0.564516129032258,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes downregulated by KRAS oncogene signaling.) AND (Gene-set activity score for genes for sperm cell development.)
mitotic_spindle,apoptosis,0.6,0.866666666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for the mitotic spindle apparatus (cell division).) AND (Gene-set activity score for genes for programmed cell death.)
dna_repair,oxidative_phosphorylation,0.58,0.53448275862069,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for DNA damage repair.) AND (Gene-set activity score for genes for mitochondrial energy production.)
apical_junction,coagulation,0.58,0.896551724137931,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for apical junction complex (cell-cell adhesion).) AND (Gene-set activity score for genes for blood coagulation.)
dna_repair,kras_signaling_dn,0.58,0.827586206896552,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Gene-set activity score for genes for DNA damage repair.) AND (Gene-set activity score for genes downregulated by KRAS oncogene signaling.)
