from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
l1_platelet_alr,l3_platelet,1.0,0.512,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of platelet among PBMCs.) AND (Relative abundance / frequency (untransformed) of platelet among PBMCs.)
l1_monocyte_alr,l1_dc_alr,0.999,0.50950950950951,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of monocyte among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of dendritic cell among PBMCs.)
l3_sox4_naive_cd4_t_cell_alr,l3_sox4_naive_cd8_t_cell_alr,0.996,0.92921686746988,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of SOX4+ (recent thymic emigrant marker) naive CD4 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of SOX4+ (recent thymic emigrant marker) naive CD8 T cell among PBMCs.)
l2_treg_alr,l2_memory_cd4_t_cell_alr,0.995,0.552763819095477,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of regulatory T cell (Treg) among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of memory CD4 T cell among PBMCs.)
l3_isg_cd14_monocyte_alr,l3_isg_cdc2_alr,0.995,0.876884422110553,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) CD14 monocyte among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) conventional dendritic cell 2 (cDC2) among PBMCs.)
l1_nk_cell_alr,l2_cd56bright_nk_cell_alr,0.986,0.655172413793103,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of NK cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of CD56bright NK cell among PBMCs.)
l1_dc_alr,l3_pdc,0.985,0.777664974619289,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of dendritic cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of plasmacytoid dendritic cell among PBMCs.)
l3_type_2_polarized_memory_b_cell_alr,l3_cd95_memory_b_cell_alr,0.983,0.587487283825025,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of type 2 polarized memory B cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of CD95(Fas)+ memory B cell among PBMCs.)
l3_proliferating_nk_cell,l2_proliferating_nk_cell_alr,0.977,0.546571136131013,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Relative abundance / frequency (untransformed) of proliferating NK cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of proliferating NK cell among PBMCs.)
l2_memory_b_cell_alr,l3_transitional_b_cell,0.977,0.856704196519959,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of memory B cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of transitional B cell among PBMCs.)
l2_memory_cd8_t_cell_alr,l3_isg_memory_cd8_t_cell_alr,0.97,0.868041237113402,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of memory CD8 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) memory CD8 T cell among PBMCs.)
l3_isg_cd14_monocyte_alr,l3_isg_naive_cd4_t_cell_alr,0.968,0.884297520661157,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) CD14 monocyte among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) naive CD4 T cell among PBMCs.)
l3_cm_cd8_t_cell_alr,l3_gzmk_cd27_em_cd8_t_cell_alt_alr,0.963,0.697819314641745,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of central memory CD8 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of Granzyme K+ CD27+ effector memory CD8 T cell among PBMCs.)
l3_gzmk_cd56dim_nk_cell_alr,l3_adaptive_nk_cell_alr,0.96,0.535416666666667,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of Granzyme K+ CD56dim NK cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of adaptive (memory-like) NK cell among PBMCs.)
l1_monocyte_alr,l3_intermediate_monocyte,0.955,0.845026178010471,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of monocyte among PBMCs.) AND (Relative abundance / frequency (untransformed) of intermediate monocyte among PBMCs.)
l3_isg_cd14_monocyte_alr,l3_isg_naive_b_cell_alr,0.948,0.953586497890295,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) CD14 monocyte among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of ISG-high (interferon-stimulated-gene-high) naive B cell among PBMCs.)
l2_cd16_monocyte_alr,l2_intermediate_monocyte_alr,0.945,0.815873015873016,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of CD16 monocyte among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of intermediate monocyte among PBMCs.)
l3_klrf1_effector_vd1_gdt_alt_alr,l3_klrf1_effector_vd1_gdt_alr,0.944,0.533898305084746,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of KLRF1+ effector Vδ1 gamma-delta T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of KLRF1+ effector Vδ1 gamma-delta T cell among PBMCs.)
l1_nk_cell_alr,l3_proliferating_nk_cell,0.934,0.738758029978587,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of NK cell among PBMCs.) AND (Relative abundance / frequency (untransformed) of proliferating NK cell among PBMCs.)
l3_sox4_naive_cd4_t_cell_alr,l2_naive_cd8_t_cell_alr,0.93,0.860215053763441,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of SOX4+ (recent thymic emigrant marker) naive CD4 T cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of naive CD8 T cell among PBMCs.)
l2_memory_b_cell_alr,l2_plasma_cell_alr,0.929,0.866523143164693,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Additive-log-ratio (alr) transformed relative abundance of memory B cell among PBMCs.) AND (Additive-log-ratio (alr) transformed relative abundance of plasma cell cell among PBMCs.)
