from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
GZMA,CD8A,1.0,0.625,True,supported,0.6,no_directional_evidence,"INDRA reports 3 statements in each direction (forward and reverse), all of type ""Complex,"" indicating physical association between GZMA and CD8A. Complex formation is inherently symmetric and non-directional. While the relationship between these entities is supported, there is no evidence favoring the proposed GZMA -> CD8A direction over the reverse, as all statements describe undirected protein complex formation.",,conflicting,3.0,3.0,3.0,"28718425, 29800567, 30179225","28718425, 29800567, 30179225","28718425, 29800567, 30179225",(Granzyme A -- cytotoxic enzyme released by NK/T cells.) AND (CD8-alpha -- surface marker defining cytotoxic T cells.)
GZMA,LAG3,1.0,0.95,True,supported,0.4,conflicting,"INDRA statements confirm a relationship exists between GZMA and LAG3 (Complex formation in both directions, plus DecreaseAmount). However, the directional evidence is conflicting: 1 forward statement (Complex) vs 2 reverse statements (DecreaseAmount and Complex). The reverse direction has slightly stronger support with a causal DecreaseAmount relationship (LAG3 decreases GZMA), while the forward only shows Complex formation which is inherently bidirectional. No PubMed abstracts were retrieved to provide additional context.",,conflicting,1.0,2.0,2.0,30059832,"30059832, 35821635","30059832, 35821635","(Granzyme A -- cytotoxic enzyme released by NK/T cells.) AND (LAG-3 -- immune checkpoint receptor, dampens T cell activity.)"
IL6,IL1RN,0.99,0.525252525252525,True,supported,0.75,supports_reverse_direction,"The INDRA database shows strong directional evidence for the reverse direction (IL1RN -> IL6) with 25 statements including mechanistic relationships (Inhibition, DecreaseAmount, Activation, IncreaseAmount), while zero statements support the proposed direction (IL6 -> IL1RN). This clear asymmetry in directional evidence strongly suggests IL1RN regulates IL6 rather than the reverse, contradicting the proposed bnlearn edge direction.",,reverse,0.0,25.0,25.0,,"16132884, 19389469, 19542207, 19559159, 19900796, 20170537, 21193295, 21538508, 22205395, 22460542, 23511138, 23525143, 23999825, 24392083, 24500560, 25124963, 25909952, 26626560, 27983562, 28378639, 28542626, 29259690, 29360163, 29991576, 30655809, 31673705, 33302472, 33953596, 34246569, 34794863, 35741087, 36943254, 37251223, 38289112, 38317271, 39565032, 39968098, 40303414","16132884, 18980683, 19559159, 19900796, 21193295, 21538508, 22205395, 22460542, 22509390, 23511138, 23525143, 23999825, 24392083, 24500560, 25124963, 25909952, 27983562, 28378639, 28542626, 29259690, 29347981, 29360163, 29991576, 30655809, 31673705, 33302472, 33923295, 33953596, 34115314, 34246569, 34456576, 34794863, 35741087, 36943254, 37251223, 37452707, 38289112, 38317271, 39565032, 39968098, 40303414",(Interleukin-6 -- major pro-inflammatory cytokine.) AND (Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.)
CXCL10,CXCL11,0.99,0.97979797979798,True,supported,0.7,conflicting,"INDRA provides strong evidence for a relationship between CXCL10 and CXCL11 with 25 forward and 25 reverse statements from multiple sources. However, the evidence is conflicting regarding directionality: both directions show similar counts of statements (25 forward vs 25 reverse), with nearly identical type distributions dominated by Complex formation (23 vs 22). The presence of both Activation and Inhibition statements in both directions, and the INDRA system's own assessment of ""conflicting"" direction signal, indicates the literature does not favor one direction over the other.",,conflicting,25.0,25.0,25.0,"11423172, 12782716, 18533024, 21196205, 21307292, 21326865, 21864623, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26129991, 26216123, 26270565, 26489007, 26663990, 27412416, 27917296, 28575534, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 34896075, 35349874, 38698849","11423172, 12782716, 12787142, 18060089, 18533024, 21196205, 21307292, 21326865, 21864623, 22004287, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26129991, 26216123, 26270565, 26344576, 26489007, 26663990, 27412416, 27917296, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 35087741, 35349874, 38686450","11423172, 12782716, 12787142, 18060089, 18533024, 21307292, 21326865, 21864623, 22004287, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26216123, 26270565, 26344576, 26489007, 26663990, 27412416, 27917296, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 34896075, 35087741, 35349874, 38686450, 38698849","(IP-10 -- interferon-induced chemokine, recruits T cells.) AND (I-TAC -- interferon-induced chemokine, recruits T cells.)"
IL1RN,IL18,0.99,0.767676767676768,True,supported,0.6,conflicting,"INDRA provides strong evidence for a relationship between IL1RN and IL18 (14 undirected statements, plus 12 forward and 12 reverse directional statements). However, the directional evidence is perfectly balanced with equal counts of forward and reverse Activation/Inhibition statements (1 each in both directions), and identical Complex formation counts (10 each). This symmetry, combined with no PubMed abstracts to provide additional directional context, makes it impossible to favor the proposed IL1RN->IL18 direction over the reverse.",,conflicting,12.0,12.0,14.0,"16078996, 28258520, 29360163, 31736898, 31743963, 31979265, 32299202, 32477361, 32976665, 34377730, 35040086, 35082268, 35483235","16078996, 28258520, 29360163, 31736898, 31743963, 32976665, 35040086, 35082268, 35483235, 41208111","16078996, 28258520, 29360163, 31736898, 31743963, 31979265, 32299202, 32477361, 32976665, 34377730, 35040086, 35082268, 35483235, 41208111","(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Interleukin-18 -- pro-inflammatory cytokine, activates NK/T cells.)"
TNFRSF1A,TNFRSF1B,0.99,0.929292929292929,True,supported,0.75,conflicting,"The literature clearly supports a relationship between TNFRSF1A (TNF-R1) and TNFRSF1B (TNF-R2), as both are TNF receptors that mediate TNF signaling and interact with shared signaling components like TRAF2. However, the INDRA data shows essentially equal evidence for both directions (25 forward vs 25 reverse statements), with similar mechanistic types in each direction. The PubMed abstracts describe crosstalk and interactions between the two receptors but do not establish a clear directional regulatory relationship where TNF-R1 specifically controls TNF-R2 expression or activity.","26993379, 18825372, 20704259, 20194223, 19446337",conflicting,25.0,25.0,25.0,"10685004, 11164894, 12700600, 17010968, 18457972, 18544042, 19671449, 19788501, 19956564, 20646763, 22177419, 22507528, 22568977, 23029405, 23402793, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 29685497, 29740434, 30206205, 30354202, 30703869, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33603056, 33678123, 33824270, 33868599, 37841418, 39637913, 9069264","10685004, 11164894, 11239407, 12700600, 16631207, 17010968, 18457972, 19671449, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23840967, 23869211, 24508087, 25860248, 26005049, 26177311, 26578976, 26757107, 27428882, 27458112, 27517315, 27652081, 27895617, 28217129, 29685497, 29740434, 30354202, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 9069264","11164894, 11239407, 16631207, 18457972, 18544042, 19671449, 19788501, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23402793, 23840967, 23869211, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 27895617, 28217129, 29685497, 29740434, 30206205, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 39637913, 9069264",(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.)
PDCD1,IL18,0.99,1.0,True,supported,0.6,supports_reverse_direction,"INDRA evidence confirms a relationship exists between PDCD1 and IL18, with 2 forward statements but 5 reverse statements showing multiple interaction types (IncreaseAmount, Activation, Inhibition, DecreaseAmount). The reverse direction (IL18 -> PDCD1) has stronger support with more diverse mechanistic evidence, suggesting IL18 influences PDCD1 expression/activity rather than the proposed PDCD1 -> IL18 direction.",,conflicting,2.0,5.0,6.0,"29213157, 39769266","21724589, 24273542, 24795727, 25972872, 33808058, 34562371, 35018117, 37891577, 38771140, 39769266, 40054124","21724589, 24273542, 24795727, 25972872, 29213157, 33808058, 34562371, 35018117, 37891577, 38771140, 39769266, 40054124","(PD-1 -- immune checkpoint receptor on T cells, dampens T cell activity.) AND (Interleukin-18 -- pro-inflammatory cytokine, activates NK/T cells.)"
CXCL9,IFNG,0.98,0.928571428571429,True,supported,0.6,conflicting,"INDRA evidence strongly supports a relationship between CXCL9 and IFNG with 20 forward statements (including 1 Activation, 2 IncreaseAmount, 1 Inhibition, 2 DecreaseAmount) and 23 reverse statements (including 2 Activation, 4 IncreaseAmount, 1 Inhibition, 2 DecreaseAmount). The comparable counts and similar statement types in both directions indicate a bidirectional or conflicting relationship rather than clear support for the proposed CXCL9 -> IFNG direction. The slight excess of reverse statements (23 vs 20) and more directional regulatory statements in the reverse direction suggests IFNG may regulate CXCL9 more prominently than vice versa, though both directions appear to have literature support.",,conflicting,20.0,23.0,25.0,"10322299, 16033640, 19258507, 19340290, 19565490, 20083666, 21040721, 21864623, 22155217, 22363505, 22889476, 23278812, 23397329, 24965778, 25667668, 25822970, 26129991, 26270565, 26664893, 27312090, 27708643, 28982144, 29535722, 30372487, 30915067, 31778800, 32142615, 33576397, 35477658, 36875114, 38965571, 9500790","10322299, 12183154, 16269263, 18084611, 19565490, 21040721, 21203448, 21864623, 22155217, 22363505, 22889476, 23397329, 24965778, 25822970, 26129991, 26270565, 26664893, 26694969, 26751176, 26903480, 26964571, 27107789, 27708643, 28982144, 29088306, 29113976, 29535722, 30915067, 32142615, 32486130, 32730721, 33576397, 36569039, 37253006, 38965571, 39580469, 39981245, 9500790","10322299, 12183154, 16033640, 16269263, 18084611, 19258507, 19340290, 20083666, 21040721, 21203448, 21864623, 22155217, 22889476, 23278812, 23397329, 24965778, 25667668, 25822970, 26129991, 26270565, 26664893, 26694969, 26751176, 26903480, 26964571, 27107789, 27312090, 27708643, 29088306, 29113976, 29535722, 30372487, 30915067, 31778800, 32142615, 32486130, 32730721, 33576397, 35477658, 36569039, 36875114, 37253006, 38965571, 39580469, 9500790","(MIG -- interferon-gamma-induced chemokine, recruits T cells.) AND (Interferon-gamma -- key antiviral/immune-activating cytokine.)"
IFNG,TNF,0.98,0.571428571428572,True,supported,0.85,supports_reverse_direction,"The INDRA evidence strongly supports a relationship between IFNG and TNF, but in the reverse direction. There are 25 reverse statements (TNF -> IFNG) with causal/mechanistic types including Activation, IncreaseAmount, Inhibition, and DecreaseAmount, while there are 0 forward statements supporting the proposed IFNG -> TNF direction. This clear asymmetry in directional evidence indicates that TNF regulates IFNG rather than the reverse.",,reverse,0.0,25.0,25.0,,"10637835, 15311213, 16835788, 1777558, 18006239, 18282744, 18832733, 19676134, 19727388, 20359168, 21152006, 21156401, 2129751, 21457518, 21593451, 21670304, 21712100, 21750671, 21887301, 22361489, 22547990, 22624872, 22648034, 23084763, 23335880, 23583734, 23632060, 23765218, 23792687, 23840803, 24301796, 24625516, 24838146, 25132806, 25875016, 26370457, 26505193, 26561804, 26613994, 26770283, 27087902, 27243788, 27599590, 28129932, 28194607, 28243235, 28320483, 28342933, 28715277, 29421593, 29552119, 30795687, 3121415, 31681272, 31827375, 31906962, 32521803, 32611425, 32902664, 34064719, 34100026, 34592166, 34696166, 35507102, 36164339, 39911299, 40003718, 8004818, 8490102, 9811882","10637835, 15311213, 16835788, 1777558, 18006239, 18282744, 18832733, 19727388, 20359168, 21152006, 21156401, 2129751, 21457518, 21593451, 21887301, 22027617, 22361489, 22547990, 22624872, 22648034, 23632060, 23765218, 23792687, 23840803, 24012417, 24301796, 24602288, 24625516, 24838146, 25132806, 26370457, 26505193, 26561804, 26613994, 26647796, 26770283, 27087902, 28243235, 28320483, 28342933, 28715277, 28765693, 30269027, 3121415, 31681272, 31827375, 31906962, 32521803, 32611425, 32858105, 32902664, 33584607, 33805697, 34064719, 34100026, 34592166, 34696166, 35507102, 36164339, 36825018, 37415984, 38499215, 39911299, 40003718, 8004818, 8381516, 8490102, 9058829, 9811882",(Interferon-gamma -- key antiviral/immune-activating cytokine.) AND (Tumor Necrosis Factor (alpha) -- major pro-inflammatory cytokine.)
CXCL8,MMP12,0.97,0.608247422680412,True,supported,0.4,conflicting,"INDRA statements confirm a relationship exists between CXCL8 and MMP12 (9 undirected statements, plus directional evidence). However, the directional evidence is conflicting: 5 forward statements (CXCL8->MMP12) versus 7 reverse statements (MMP12->CXCL8), with INDRA itself flagging ""conflicting"" direction. Without PubMed abstracts to provide additional context, the evidence supports a relationship but does not clearly favor either direction.",,conflicting,5.0,7.0,9.0,"24162243, 24625755, 26438797, 26841025, 37517061, 39437760","16253280, 18390828, 18660381, 21664759, 24162243, 24625755, 26841025, 29870759, 31635261","16253280, 18390828, 18660381, 21664759, 24162243, 24625755, 26438797, 26841025, 29870759, 31635261, 37517061, 39437760",(Interleukin-8 -- chemokine that recruits neutrophils.) AND (Matrix Metalloproteinase 12 -- tissue-remodeling enzyme (macrophage elastase).)
GZMB,GZMA,0.97,0.515463917525773,True,supported,0.4,conflicting,"The literature clearly supports a relationship between GZMB and GZMA, as both PubMed abstracts discuss them as co-regulated cytotoxic enzymes from NK/T cells, and INDRA reports substantial forward (9), reverse (8), and undirected (11) statements. However, the directional evidence is conflicting: INDRA shows nearly equal counts of forward vs reverse directional statements (9 vs 8), with mixed statement types (Activation, Inhibition, Complex formation) in both directions. The PubMed abstracts treat GZMB and GZMA as co-expressed markers without establishing a clear regulatory direction between them.","24894428, 42196181",conflicting,9.0,8.0,11.0,"10367905, 15998831, 17182966, 18485875, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 34594031, 36901959, 38665903, 39622583","11790262, 15998831, 17088087, 17182966, 24752302, 24771851, 26894590, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 36901959, 40200299","10367905, 11790262, 15998831, 17088087, 17182966, 18485875, 24752302, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 34594031, 36901959, 38665903, 39622583, 40200299",(Granzyme B -- cytotoxic enzyme released by NK/T cells.) AND (Granzyme A -- cytotoxic enzyme released by NK/T cells.)
CXCL8,CCL2,0.96,0.78125,True,supported,0.4,conflicting,"The literature clearly supports a relationship between CXCL8 and CCL2, as both are well-characterized chemokines involved in inflammatory responses (PMIDs 28189389, 26466066, 27863550). However, the directionality is conflicting: INDRA reports equal counts of forward (25) and reverse (25) directional statements, with similar distributions of statement types in both directions. The PubMed abstracts discuss these chemokines primarily as co-occurring inflammatory mediators rather than one regulating the other. While PMID 23075670 shows citrullinated TNF-α reduces its capacity to stimulate both CXCL8 and CCL2 production (suggesting parallel regulation), no abstract clearly demonstrates CXCL8 directly regulating CCL2 expression.","28189389, 26466066, 27863550, 23075670",conflicting,25.0,25.0,25.0,"12356582, 16118510, 16142858, 16532324, 18791359, 19063994, 20627090, 21334428, 22000099, 22805873, 22883023, 23092829, 23352378, 24970800, 25264363, 25452755, 25905622, 25963887, 26270969, 26478735, 27168728, 27235855, 27496101, 27505625, 27907172, 28531215, 28928004, 29374213, 29479319, 29670468, 29694440, 29748248, 30228372, 31871502, 32949185, 32973773, 34135910, 34676126, 36432041, 36551901, 37170459, 38642584, 39057789, 39770782, 40040991, 40098558, 8674120, 9714185","11381071, 16142858, 16532324, 18791359, 19063994, 19735741, 20333310, 20627090, 21334428, 22000099, 22178803, 22805873, 22883023, 23352378, 23764888, 24918924, 25264363, 25706389, 25905622, 26270969, 26701795, 27168728, 27403039, 27496101, 27505625, 27907172, 28531215, 28928004, 29209219, 29374213, 29748248, 30228372, 30562564, 31508331, 31871502, 32949185, 32973773, 34135910, 34531754, 34676126, 35047989, 36108613, 36370518, 36634048, 36985171, 37170459, 37197881, 37296891, 38857290, 40040991, 8674120","11381071, 16118510, 18791359, 19063994, 19735741, 20333310, 20627090, 21334428, 22000099, 22178803, 22883023, 23092829, 23352378, 23764888, 24918924, 24970800, 25264363, 25452755, 25706389, 25905622, 25963887, 26478735, 26701795, 27235855, 27403039, 27496101, 27907172, 28928004, 29209219, 29374213, 29670468, 29694440, 29748248, 30228372, 30562564, 31508331, 32973773, 34135910, 34531754, 34676126, 35047989, 36108613, 36370518, 36432041, 36551901, 36634048, 36985171, 37170459, 37197881, 37296891, 38642584, 38857290, 39057789, 39770782, 40040991, 40098558, 9714185",(Interleukin-8 -- chemokine that recruits neutrophils.) AND (MCP-1 -- chemokine that recruits monocytes.)
CXCL10,IL1RN,0.96,0.5,True,supported,0.4,conflicting,"INDRA statements confirm a relationship exists between CXCL10 and IL1RN (12 forward Complex statements, 14 reverse statements). However, the directional evidence is conflicting: while both directions show primarily Complex formation (non-directional), the reverse direction has additional directional evidence (1 Inhibition, 1 Activation statement) that the forward direction lacks. Without PubMed abstracts to provide context, and given INDRA's ""conflicting"" signal, there is insufficient evidence to support the proposed CXCL10->IL1RN direction over the reverse.",,conflicting,12.0,14.0,14.0,"23059742, 23393212, 23717702, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 38627075","23059742, 23393212, 23717702, 28285098, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 36529030, 38627075","23059742, 23393212, 23717702, 28285098, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 36529030, 38627075","(IP-10 -- interferon-induced chemokine, recruits T cells.) AND (Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.)"
IL1RN,CXCL10,0.96,0.5,True,supported,0.55,supports_proposed_direction,"INDRA provides strong evidence for a relationship between IL1RN and CXCL10 with 14 forward statements (including 1 Inhibition and 1 Activation) versus 12 reverse statements (all Complex only). The forward direction contains directional causal relationships (Activation/Inhibition) while the reverse only contains undirected Complex statements, providing modest support for the proposed IL1RN -> CXCL10 direction. No PubMed abstracts were available to provide additional context.",,conflicting,14.0,12.0,14.0,"23059742, 23393212, 23717702, 28285098, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 36529030, 38627075","23059742, 23393212, 23717702, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 38627075","23059742, 23393212, 23717702, 28285098, 28378639, 31217483, 32574261, 32983153, 33322757, 33360025, 34154705, 36529030, 38627075","(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (IP-10 -- interferon-induced chemokine, recruits T cells.)"
CCL4,GZMB,0.96,1.0,True,supported,0.4,conflicting,"INDRA statements provide evidence for a relationship between CCL4 and GZMB (5 undirected statements including Complex formation and regulatory interactions). However, the directional evidence is conflicting: 3 forward statements (CCL4->GZMB) including 1 Activation vs 4 reverse statements (GZMB->CCL4) including 1 Activation and 1 IncreaseAmount. The reverse direction has slightly more support, contradicting the proposed direction. No PubMed abstracts were available to provide additional context.",,conflicting,3.0,4.0,5.0,"34025649, 34312385, 36185677","30563459, 34025649, 34258887, 36185677","30563459, 34025649, 34258887, 34312385, 36185677","(MIP-1beta -- chemokine, recruits immune cells.) AND (Granzyme B -- cytotoxic enzyme released by NK/T cells.)"
