from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
potassium,calcium,0.99,1.0,True,inconclusive,0.35,no_directional_evidence,"The INDRA database shows no directional causal statements in either direction (0 forward, 0 reverse). The PubMed abstracts consistently describe correlations and associations between potassium and calcium levels but do not establish causal directionality. PMID 42368778 discusses a calcium-to-potassium ratio predicting VTE risk, while other abstracts report electrolyte imbalances in disease states without indicating that potassium causally influences calcium levels or vice versa. Without mechanistic evidence supporting potassium causally affecting calcium, the proposed direction cannot be validated.","41913863, 42368778, 41863906, 42140747, 41859025",none,0.0,0.0,0.0,,,,(Serum potassium (electrolyte).) AND (Serum calcium level.)
crp,neutrophils,0.98,0.918367346938776,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(C-reactive protein -- acute-phase inflammation marker.) AND (Neutrophil count -- innate immune cells, first responders to infection (CBC differential).)"
crp,alt,0.96,0.927083333333333,True,inconclusive,0.3,no_directional_evidence,"The PubMed abstracts show that CRP and ALT are both measured as markers in inflammation and liver injury contexts, but do not establish a causal relationship between them. Both are response markers to underlying pathological processes (inflammation, hepatotoxicity). INDRA found no directional or undirected statements linking these entities. The evidence suggests they are co-occurring biomarkers rather than having a direct causal relationship in either direction.","12669191, 9397992",none,0.0,0.0,0.0,,,,"(C-reactive protein -- acute-phase inflammation marker.) AND (Alanine aminotransferase -- liver enzyme, liver injury marker.)"
hemoglobin,monocytes,0.96,0.989583333333333,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Oxygen-carrying protein in red blood cells (CBC).) AND (Monocyte count -- precursors to macrophages/dendritic cells (CBC differential).)
hemoglobin,wbc,0.95,0.789473684210526,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Oxygen-carrying protein in red blood cells (CBC).) AND (Total white blood cell (leukocyte) count (CBC).)
crp,esr,0.93,0.596774193548387,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(C-reactive protein -- acute-phase inflammation marker.) AND (Erythrocyte sedimentation rate -- nonspecific marker of inflammation.)
crp,wbc,0.93,0.865591397849462,True,supported,0.35,no_directional_evidence,"The PubMed abstracts consistently demonstrate that CRP and WBC are correlated inflammatory markers that co-occur in various inflammatory conditions (PMID 21217085, 24849656, 26620362, 23463341). However, all abstracts treat these as co-varying markers of inflammation rather than establishing a causal direction. INDRA provides no directional statements in either direction. The literature supports their association but does not provide evidence that CRP drives changes in WBC count versus both being independent responses to inflammation.","21217085, 24849656, 26620362, 23463341",none,0.0,0.0,0.0,,,,(C-reactive protein -- acute-phase inflammation marker.) AND (Total white blood cell (leukocyte) count (CBC).)
age_group,bun,0.91,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Blood urea nitrogen -- kidney function marker.)
hematocrit,alt,0.88,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Percent of blood volume made up of red blood cells (CBC).) AND (Alanine aminotransferase -- liver enzyme, liver injury marker.)"
hdl,ast,0.87,0.919540229885057,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(HDL ('good') cholesterol (lipid panel).) AND (Aspartate aminotransferase -- liver enzyme, liver injury marker.)"
age_group,rdw,0.87,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Red cell distribution width -- variability in red blood cell size (CBC).)
platelets,monocytes,0.85,0.941176470588235,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Platelet count -- cell fragments involved in blood clotting (CBC).) AND (Monocyte count -- precursors to macrophages/dendritic cells (CBC differential).)
age_group,ldl,0.84,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (LDL ('bad') cholesterol (lipid panel).)
esr,calcium,0.84,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Erythrocyte sedimentation rate -- nonspecific marker of inflammation.) AND (Serum calcium level.)
eosinophils,ast,0.83,0.987951807228916,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Eosinophil count -- involved in allergic/anti-parasitic responses (CBC differential).) AND (Aspartate aminotransferase -- liver enzyme, liver injury marker.)"
crp,albumin,0.82,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(C-reactive protein -- acute-phase inflammation marker.) AND (Albumin -- main blood protein, made by the liver (nutrition/liver/kidney marker).)"
ldl,monocytes,0.82,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(LDL ('bad') cholesterol (lipid panel).) AND (Monocyte count -- precursors to macrophages/dendritic cells (CBC differential).)
esr,ast,0.77,0.974025974025974,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Erythrocyte sedimentation rate -- nonspecific marker of inflammation.) AND (Aspartate aminotransferase -- liver enzyme, liver injury marker.)"
crp,ast,0.74,1.0,True,inconclusive,0.3,no_directional_evidence,"Both PubMed abstracts describe CRP and AST as co-occurring biomarkers measured during inflammation/injury, but neither establishes a causal relationship where CRP directly influences AST levels. PMID 12669191 measures AST alongside CRP as independent markers of hepatotoxicity. PMID 9397992 shows IL-6 affects both CRP and AST, suggesting they are parallel downstream indicators rather than causally linked. INDRA found zero directional or undirected statements between these entities. The evidence suggests these are co-measured biomarkers without a direct causal relationship in either direction.","12669191, 9397992",none,0.0,0.0,0.0,,,,"(C-reactive protein -- acute-phase inflammation marker.) AND (Aspartate aminotransferase -- liver enzyme, liver injury marker.)"
