from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
CXCL9,CXCL10,1.0,1.0,True,supported,0.5,conflicting,"INDRA provides strong evidence that CXCL9 and CXCL10 are related (25 forward statements, 25 reverse statements, and numerous undirected statements including Complex formation). However, the directional evidence is conflicting: forward statements show 25 instances with mixed types (Complex: 20, Activation: 1, IncreaseAmount: 2, DecreaseAmount: 1, Inhibition: 1), while reverse statements also show 25 instances with similar mixed types (Complex: 21, Activation: 1, IncreaseAmount: 1, DecreaseAmount: 1, Inhibition: 1). The roughly equal counts and symmetric relationship types suggest these chemokines likely co-regulate each other or are co-expressed rather than having a clear unidirectional causal relationship.",,conflicting,25.0,25.0,25.0,"10322299, 11423172, 12782716, 15265940, 18533024, 19301198, 19794961, 20585034, 20627090, 21040721, 21049277, 21307292, 21326865, 21601294, 21864623, 21873527, 22155217, 22531000, 22633082, 22800603, 23150742, 23382730, 23626590, 23827991, 24440740, 24587470, 24740099, 24992040, 25134448, 25324719, 25723593, 25907241, 26196739, 26270565, 26437779, 26664893, 27412416, 27708643, 28821016, 29288898, 30473680, 30777092, 30915067, 31551984, 31843005, 32211244, 32547545, 33196963, 33323542, 33365073, 33481318, 34221297, 34676126, 34685582, 36799104, 36934327, 37869162, 38686377, 39956620, 9500790","10322299, 11423172, 12782716, 15265940, 18023390, 18533024, 18622291, 19794961, 20194716, 20585034, 20627090, 21040721, 21049277, 21167783, 21307292, 21326865, 21376175, 21864623, 21873527, 22155217, 22531000, 22800603, 23150742, 23352833, 23382730, 23626590, 23827991, 24587470, 24740099, 24992040, 25134448, 25324719, 25723593, 25907241, 26196739, 26270565, 26437779, 26664893, 27412416, 27708643, 28821016, 29288898, 29374213, 30473680, 30777092, 30915067, 31843005, 32211244, 32519302, 32547545, 33359600, 33365073, 33481318, 34676126, 34685582, 34896075, 36934327, 39956620, 9500790","10322299, 11423172, 12782716, 15265940, 18023390, 18533024, 18622291, 19301198, 19794961, 20194716, 20585034, 20627090, 21040721, 21049277, 21167783, 21307292, 21326865, 21376175, 21601294, 21873527, 22155217, 22531000, 22633082, 23150742, 23382730, 23626590, 23827991, 24440740, 24587470, 24740099, 24992040, 25134448, 25324719, 25723593, 25907241, 26196739, 26437779, 27412416, 27708643, 28821016, 29288898, 30473680, 30777092, 30915067, 31551984, 31843005, 32211244, 32519302, 32547545, 33196963, 33323542, 33359600, 33365073, 33481318, 34221297, 34676126, 34685582, 34896075, 36799104, 36934327, 37869162, 39956620","(MIG -- interferon-gamma-induced chemokine, recruits T cells.) AND (IP-10 -- interferon-induced chemokine, recruits T cells.)"
GDF15,TNFRSF1A,0.91,1.0,True,supported,0.4,no_directional_evidence,"INDRA reports 2 statements in each direction (forward and reverse), both indicating Complex formation, which are non-directional interaction types. The equal counts in both directions and the non-causal nature of ""Complex"" relationships provide evidence that GDF15 and TNFRSF1A physically interact, but offer no support for directional causality in either the proposed or reverse direction. No PubMed abstracts were retrieved to provide additional context.",,conflicting,2.0,2.0,2.0,"36508390, 37997735","36508390, 37997735","36508390, 37997735","(Growth Differentiation Factor 15 -- stress-response cytokine, marker of aging/mitochondrial stress.) AND (TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.)"
TNFRSF1A,TNFRSF1B,0.99,0.919191919,True,supported,0.75,conflicting,"The literature strongly supports a relationship between TNFRSF1A (TNF-R1) and TNFRSF1B (TNF-R2), with PubMed abstracts consistently describing these receptors as interacting partners in TNF signaling, including formation of signaling complexes (e.g., both recruit TRAF2) and cross-talk mechanisms. However, the INDRA data shows equal counts of forward and reverse directional statements (25 each, with similar type distributions including Activation, Inhibition, and Amount changes), indicating bidirectional regulatory relationships rather than a clear unidirectional influence from TNFRSF1A to TNFRSF1B. The PubMed abstracts describe mutual regulation and interaction but don't establish a clear hierarchical direction.","26993379, 18825372, 20704259, 20194223, 19446337",conflicting,25.0,25.0,25.0,"10685004, 11164894, 12700600, 17010968, 18457972, 18544042, 19671449, 19788501, 19956564, 20646763, 22177419, 22507528, 22568977, 23029405, 23402793, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 29685497, 29740434, 30206205, 30354202, 30703869, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33603056, 33678123, 33824270, 33868599, 37841418, 39637913, 9069264","10685004, 11164894, 11239407, 12700600, 16631207, 17010968, 18457972, 19671449, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23840967, 23869211, 24508087, 25860248, 26005049, 26177311, 26578976, 26757107, 27428882, 27458112, 27517315, 27652081, 27895617, 28217129, 29685497, 29740434, 30354202, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 9069264","11164894, 11239407, 16631207, 18457972, 18544042, 19671449, 19788501, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23402793, 23840967, 23869211, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 27895617, 28217129, 29685497, 29740434, 30206205, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 39637913, 9069264",(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.)
TNFRSF1A,IGFBP7,0.93,0.978494624,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
TNFRSF1A,HAVCR2,0.99,0.909090909,True,supported,0.75,supports_proposed_direction,"INDRA provides strong directional evidence with 2 forward statements (Activation and DecreaseAmount) from TNFRSF1A to HAVCR2 and 0 reverse statements, clearly supporting the proposed direction. The lack of PubMed abstracts limits additional context, but the INDRA causal statement graph alone provides substantial mechanistic evidence for this directional relationship.",,forward,2.0,0.0,2.0,"29273790, 35743911, 39543125",,"29273790, 35743911, 39543125","(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (TIM-3 -- immune checkpoint receptor, marks exhausted T/NK cells.)"
GZMA,LAG3,1.0,1.0,True,supported,0.4,conflicting,"INDRA provides evidence for a relationship between GZMA and LAG3 through complex formation and regulatory interactions. However, the directional evidence is conflicting: 1 forward statement (Complex) vs 2 reverse statements (DecreaseAmount, Complex). The reverse direction shows LAG3 decreasing GZMA levels, which is a stronger directional signal than complex formation alone. Without PubMed abstracts to provide additional context, the evidence supports a relationship exists but does not favor the proposed GZMA->LAG3 direction.",,conflicting,1.0,2.0,2.0,30059832,"30059832, 35821635","30059832, 35821635","(Granzyme A -- cytotoxic enzyme released by NK/T cells.) AND (LAG-3 -- immune checkpoint receptor, dampens T cell activity.)"
GZMB,GZMA,0.92,0.793478261,True,supported,0.35,conflicting,"The literature strongly supports a relationship between GZMB and GZMA, as both are cytotoxic enzymes co-expressed by NK/T cells (evident from PubMed abstracts) and INDRA reports 11 undirected relationships. However, the directional evidence is conflicting: INDRA shows 9 forward statements (GZMB->GZMA) versus 8 reverse statements (GZMA->GZMB), with similar statement types in both directions (Complex, Activation, Inhibition). The PubMed abstracts discuss co-regulation but do not provide explicit directional mechanistic evidence favoring one granzyme regulating the other.","24894428, 42196181",conflicting,9.0,8.0,11.0,"10367905, 15998831, 17182966, 18485875, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 34594031, 36901959, 38665903, 39622583","11790262, 15998831, 17088087, 17182966, 24752302, 24771851, 26894590, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 36901959, 40200299","10367905, 11790262, 15998831, 17088087, 17182966, 18485875, 24752302, 24771851, 25156367, 26894590, 28167943, 28694562, 29352005, 29800567, 30059832, 31258764, 33035645, 34594031, 36901959, 38665903, 39622583, 40200299",(Granzyme B -- cytotoxic enzyme released by NK/T cells.) AND (Granzyme A -- cytotoxic enzyme released by NK/T cells.)
GZMB,CCL4,0.9,0.955555556,True,supported,0.4,conflicting,"INDRA provides evidence for a relationship between GZMB and CCL4 with 5 undirected statements confirming their interaction. However, the directional evidence is conflicting: 4 forward statements (GZMB->CCL4) including 1 Activation and 1 IncreaseAmount versus 3 reverse statements (CCL4->GZMB) including 1 Activation. The slight numerical advantage for the forward direction (4 vs 3) and presence of mechanistically stronger statement types (IncreaseAmount) provides weak support for the proposed direction, but the bidirectional activation evidence suggests potential reciprocal regulation or context-dependent directionality.",,conflicting,4.0,3.0,5.0,"30563459, 34025649, 34258887, 36185677","34025649, 34312385, 36185677","30563459, 34025649, 34258887, 34312385, 36185677","(Granzyme B -- cytotoxic enzyme released by NK/T cells.) AND (MIP-1beta -- chemokine, recruits immune cells.)"
CXCL10,CXCL11,0.98,0.989795918,True,supported,0.7,conflicting,"The INDRA database provides strong evidence for a relationship between CXCL10 and CXCL11 with 25 forward statements and 25 reverse statements, predominantly showing complex formation (a symmetric relationship). The nearly equal counts of forward (25) and reverse (25) directional statements, combined with the predominance of Complex statements (which are inherently bidirectional), indicates that while these chemokines clearly interact, the evidence does not favor one causal direction over the other.",,conflicting,25.0,25.0,25.0,"11423172, 12782716, 18533024, 21196205, 21307292, 21326865, 21864623, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26129991, 26216123, 26270565, 26489007, 26663990, 27412416, 27917296, 28575534, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 34896075, 35349874, 38698849","11423172, 12782716, 12787142, 18060089, 18533024, 21196205, 21307292, 21326865, 21864623, 22004287, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26129991, 26216123, 26270565, 26344576, 26489007, 26663990, 27412416, 27917296, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 35087741, 35349874, 38686450","11423172, 12782716, 12787142, 18060089, 18533024, 21307292, 21326865, 21864623, 22004287, 22233170, 22343319, 22531000, 23483225, 23626590, 24205388, 24940911, 24992040, 25324719, 25498524, 25907241, 26216123, 26270565, 26344576, 26489007, 26663990, 27412416, 27917296, 28821016, 29218043, 29288898, 30473680, 30777092, 31780824, 31843005, 32211244, 32547545, 33481318, 34685582, 34896075, 35087741, 35349874, 38686450, 38698849","(IP-10 -- interferon-induced chemokine, recruits T cells.) AND (I-TAC -- interferon-induced chemokine, recruits T cells.)"
TNFRSF1B,HAVCR2,1.0,0.94,True,supported,0.65,supports_proposed_direction,"The INDRA database provides evidence for the proposed direction with 1 forward statement (TNFRSF1B activates HAVCR2) and 0 reverse statements. While the evidence is limited to a single source, the directional signal clearly favors the proposed ""TNFRSF1B"" -> ""HAVCR2"" direction. No PubMed abstracts were retrieved to provide additional context or validation.",,forward,1.0,0.0,1.0,39543125,,39543125,"(TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.) AND (TIM-3 -- immune checkpoint receptor, marks exhausted T/NK cells.)"
VEGFA,IL7,1.0,0.97,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Vascular Endothelial Growth Factor A -- drives blood vessel formation (angiogenesis).) AND (Interleukin-7 -- cytokine required for lymphocyte development/survival.)
IL1RN,chem_alkaline_phosphatase,1.0,0.85,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Alkaline phosphatase -- liver/bone enzyme.)
IL1RN,infl_esr,0.91,0.956043956,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Erythrocyte sedimentation rate -- nonspecific marker of inflammation.)
IL1RN,IL18,0.93,0.76344086,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Interleukin-18 -- pro-inflammatory cytokine, activates NK/T cells.)"
IL1RN,LEP,0.97,0.783505155,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Leptin -- hormone from fat tissue that regulates appetite/energy balance.)
PDCD1,l3_gzmb_cd27_em_cd4_t_cell_alt_alr,0.95,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(PD-1 -- immune checkpoint receptor on T cells, dampens T cell activity.) AND (Additive-log-ratio (alr) transformed relative abundance of Granzyme B+ CD27+ effector memory CD4 T cell among PBMCs.)"
l3_asdc,wb_allograft_rejection,0.91,0.967032967,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Relative abundance / frequency (untransformed) of AXL+/SIGLEC6+ dendritic cell (ASDC) among PBMCs.) AND (Gene-set activity score, in whole blood, for genes involved in immune rejection of transplanted tissue.)"
